hour_index,datetime, global_horizontal_irradiance , direct_normal_irradiance , diffuse_horizontal_irradiance , dry_bulb_temperature , windspeed , albedo , solar_altitude_angle , solar_azimuth_angle , solar_incident_angle , horizon_elevation_angle , tracker_roll_angle , adjusted_ghi , poa_direct_irradiance , poa_diffuse_irradiance , poa_reflected_irradiance , shaded_direct_irradiance , shaded_diffuse_irradiance , shaded_reflected_irradiance , effective_direct_irradiance , effective_diffuse_irradiance , effective_reflected_irradiance , soiled_irradiance , total_irradiance , nameplate_power , avg_cell_temp , module_irradiance_derated_power , module_mpp_power , module_power , optimizer_input_power , optimizer_output_power , optimal_dc_power , optimal_dc_voltage , inverter_overpower_loss , inverter_underpower_loss , inverter_overvoltage_loss , inverter_undervoltage_loss , actual_dc_power , actual_dc_voltage ,ac_power ,pv_kw 
91,1/4/2025 18:00, -   ,, -   ,4.32,3.05,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
92,1/4/2025 19:00, -   ,, -   ,4.32,3.28,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
93,1/4/2025 20:00, -   ,, -   ,4.31,2.93,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
94,1/4/2025 21:00, -   ,, -   ,4.31,3.14,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
95,1/4/2025 22:00, -   ,, -   ,4.3,3.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
96,1/4/2025 23:00, -   ,, -   ,4.29,3.16,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
97,1/5/2025 0:00, -   ,, -   ,4.26,4.14,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
98,1/5/2025 1:00, -   ,, -   ,4.21,4.82,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99,1/5/2025 2:00, -   ,, -   ,4.08,4.41,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,1/5/2025 3:00, -   ,, -   ,3.94,4.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
101,1/5/2025 4:00, -   ,, -   ,4.02,5.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
102,1/5/2025 5:00, -   ,, -   ,4.08,4.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
103,1/5/2025 6:00, -   ,, -   ,4.08,5.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
104,1/5/2025 7:00, -   ,, -   ,4.08,4.49,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
105,1/5/2025 8:00,0.35,,0.35,4.13,4,0.2,-1.05,133.01,87.09, -   ,,0.35, -   ,0.36,0, -   ,0.36, -   , -   ,0.34, -   ,0.33,0.33,279.72,4.14,11.75,11.52,11.49, -   , -   ,11.49,35.82, -   , -   , -   ,11.49, -   ,150, -   ,0
106,1/5/2025 9:00,7.35,,7.35,4.39,3.59,0.2,4.22,145.82,85.37, -   ,,7.35, -   ,7.21,0.01, -   ,7.21,0, -   ,6.89,0,6.75,6.75,"5,665.90",4.56,"3,532.86","3,718.67","3,618.90", -   , -   ,"3,618.74",413.5, -   , -   , -   , -   ,"3,618.74",413.5,"3,435.88",3.419
107,1/5/2025 10:00,15.1,,15.1,4.67,3.15,0.2,7.96,159.22,82.16, -   ,,15.1, -   ,14.77,0.02, -   ,14.77,0, -   ,14.1,0,13.82,13.82,"11,599.72",5.02,"8,855.04","9,486.13","9,190.99", -   , -   ,"9,190.08",438.88, -   , -   , -   , -   ,"9,190.08",438.88,"8,730.26",8.687
108,1/5/2025 11:00,19.63,,19.63,4.88,3.01,0.2,9.9,173.1,80.25, -   ,,19.63, -   ,19.2,0.03, -   ,19.2,0, -   ,18.34,0,17.97,17.97,"15,084.18",5.34,"12,072.23","12,951.86","12,508.81", -   , -   ,"12,507.16",445.29, -   , -   , -   , -   ,"12,507.16",445.29,"11,887.83",11.828
109,1/5/2025 12:00,19.4,,19.4,5.01,3.08,0.2,9.89,187.15,80.26, -   ,,19.4, -   ,18.97,0.03, -   ,18.97,0, -   ,18.12,0,17.76,17.76,"14,905.10",5.46,"11,905.75","12,767.16","12,373.13", -   , -   ,"12,371.51",444.81, -   , -   , -   , -   ,"12,371.51",444.81,"11,758.68",11.7
110,1/5/2025 13:00,13.47,,13.47,5.03,3.6,0.2,7.92,201.02,82.18, -   ,,13.47, -   ,13.17,0.02, -   ,13.17,0, -   ,12.57,0,12.32,12.32,"10,343.78",5.33,"7,708.54","8,236.59","7,959.94", -   , -   ,"7,959.23",433.92, -   , -   , -   , -   ,"7,959.23",433.92,"7,559.91",7.522
111,1/5/2025 14:00,7.05,,7.05,4.95,3.61,0.2,4.16,214.42,84.88, -   ,,7.05, -   ,6.87,0.01, -   ,6.87,0, -   ,6.56,0,6.43,6.43,"5,400.20",5.11,"3,302.72","3,464.27","3,379.03", -   , -   ,"3,378.89",411.92, -   , -   , -   , -   ,"3,378.89",411.92,"3,208.13",3.192
112,1/5/2025 15:00,0.27,,0.27,4.81,3.7,0.2,-1.13,227.22,86.7, -   ,,0.27, -   ,0.27,0, -   ,0.27, -   , -   ,0.26, -   ,0.25,0.25,211.55,4.81,6.73,6.6,6.59, -   , -   ,6.59,27.16, -   , -   , -   ,6.59, -   ,150, -   ,0
113,1/5/2025 16:00, -   ,, -   ,4.72,4.37,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
114,1/5/2025 17:00, -   ,, -   ,4.63,4.96,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
115,1/5/2025 18:00, -   ,, -   ,4.55,5.08,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
116,1/5/2025 19:00, -   ,, -   ,4.47,4.14,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
117,1/5/2025 20:00, -   ,, -   ,4.39,4.85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
118,1/5/2025 21:00, -   ,, -   ,4.3,4.95,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
119,1/5/2025 22:00, -   ,, -   ,4.21,4.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
120,1/5/2025 23:00, -   ,, -   ,4.08,5.12,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
121,1/6/2025 0:00, -   ,, -   ,3.94,6.27,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122,1/6/2025 1:00, -   ,, -   ,3.87,6.75,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
123,1/6/2025 2:00, -   ,, -   ,3.82,6.78,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
124,1/6/2025 3:00, -   ,, -   ,3.82,6.63,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
125,1/6/2025 4:00, -   ,, -   ,3.84,6.58,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
126,1/6/2025 5:00, -   ,, -   ,3.85,6.45,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
127,1/6/2025 6:00, -   ,, -   ,3.89,6.57,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
128,1/6/2025 7:00, -   ,, -   ,3.94,6.58,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
129,1/6/2025 8:00,0.6,,0.6,4.12,6.26,0.2,-0.99,132.87,87.05, -   ,,0.6, -   ,0.61,0, -   ,0.61, -   , -   ,0.58, -   ,0.57,0.57,478.35,4.13,34.32,33.64,33.5, -   , -   ,33.5,63.53, -   , -   , -   ,33.5, -   ,150, -   ,0
130,1/6/2025 9:00,36.25,,28.87,4.92,5.24,0.2,4.29,145.68,85.33, -   ,,36.25,6.89,28.62,0.06,6.89,28.62,0,5.12,27.33,0,31.79,31.79,"26,691.13",5.63,"23,083.82","24,783.27","23,955.56", -   , -   ,"23,949.30",459.31, -   , -   , -   , -   ,"23,949.30",459.31,"22,840.42",22.726
131,1/6/2025 10:00,113.1,,35.38,6.07,5.52,0.2,8.05,159.1,82.06, -   ,,113.1,76.54,36.63,0.17,76.54,36.63,0.01,52.62,34.98,0,85.85,85.85,"72,074.11",7.94,"67,593.51","71,835.14","69,336.95", -   , -   ,"69,285.38",474.09, -   , -   , -   , -   ,"69,285.38",474.09,"66,835.84",66.502
132,1/6/2025 11:00,123.92,,48,6.76,6.19,0.2,10.01,172.98,80.14, -   ,,123.92,74.76,49.27,0.19,74.76,49.27,0.02,56.66,47.05,0.01,101.64,101.64,"85,322.33",8.88,"80,614.25","85,465.38","82,359.11", -   , -   ,"82,295.96",475.05, -   , -   , -   , -   ,"82,295.96",475.05,"79,427.45",79.03
133,1/6/2025 12:00,122.08,,48.05,6.45,6.88,0.2,10.01,187.05,80.14, -   ,,122.08,72.91,49.32,0.19,72.91,49.32,0.02,55.26,47.1,0.01,100.32,100.36,"84,241.63",8.45,"79,565.37","84,462.34","81,505.87", -   , -   ,"81,442.98",475.43, -   , -   , -   , -   ,"81,442.98",475.43,"78,624.15",78.231
134,1/6/2025 13:00,8.23,,8.23,6.65,7.47,0.2,8.06,200.94,82.04, -   ,,8.23, -   ,8.05,0.01, -   ,8.05,0, -   ,7.69,0,7.53,7.53,"6,323.01",6.8,"4,106.55","4,319.08","4,202.47", -   , -   ,"4,202.25",413.1, -   , -   , -   , -   ,"4,202.25",413.1,"3,990.34",3.97
135,1/6/2025 14:00,3.93,,3.93,6.3,7.76,0.2,4.31,214.36,84.81, -   ,,3.93, -   ,3.83,0.01, -   ,3.83,0, -   ,3.66,0,3.58,3.58,"3,007.12",6.37,"1,306.13","1,307.57","1,287.06", -   , -   ,"1,287.04",372.77, -   , -   , -   , -   ,"1,287.04",372.77,"1,222.68",1.217
136,1/6/2025 15:00,0.33,,0.33,5.95,7.15,0.2,-0.97,227.18,86.62, -   ,,0.33, -   ,0.34,0, -   ,0.34, -   , -   ,0.32, -   ,0.31,0.31,263.93,5.96,10.48,10.29,10.26, -   , -   ,10.26,33.87, -   , -   , -   ,10.26, -   ,150, -   ,0
137,1/6/2025 16:00, -   ,, -   ,5.88,5.91,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
138,1/6/2025 17:00, -   ,, -   ,5.85,4.26,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
139,1/6/2025 18:00, -   ,, -   ,5.82,3.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
140,1/6/2025 19:00, -   ,, -   ,5.79,3.33,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
141,1/6/2025 20:00, -   ,, -   ,5.76,3.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
142,1/6/2025 21:00, -   ,, -   ,5.73,2.87,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
143,1/6/2025 22:00, -   ,, -   ,5.7,2.66,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
144,1/6/2025 23:00, -   ,, -   ,5.62,2.35,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
145,1/7/2025 0:00, -   ,, -   ,5.27,2.22,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
146,1/7/2025 1:00, -   ,, -   ,4.82,1.71,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
147,1/7/2025 2:00, -   ,, -   ,4.38,1.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
148,1/7/2025 3:00, -   ,, -   ,4.03,2.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
149,1/7/2025 4:00, -   ,, -   ,3.81,2.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150,1/7/2025 5:00, -   ,, -   ,3.59,1.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
151,1/7/2025 6:00, -   ,, -   ,3.4,1.59,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
152,1/7/2025 7:00, -   ,, -   ,3.23,1.74,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
153,1/7/2025 8:00,0.4,,0.4,3.12,1.63,0.2,-0.92,132.72,87.01, -   ,,0.4, -   ,0.41,0, -   ,0.41, -   , -   ,0.39, -   ,0.38,0.38,319.03,3.13,15.29,14.97,14.93, -   , -   ,14.93,40.89, -   , -   , -   ,14.93, -   ,150, -   ,0
154,1/7/2025 9:00,5.6,,5.6,3.01,1.62,0.2,4.38,145.54,85.27, -   ,,5.6, -   ,5.49,0.01, -   ,5.49,0, -   ,5.24,0,5.14,5.14,"4,312.69",3.15,"2,373.00","2,461.18","2,402.98", -   , -   ,"2,402.90",405.92, -   , -   , -   , -   ,"2,402.90",405.92,"2,281.38",2.27
155,1/7/2025 10:00,11.82,,11.82,2.87,1.8,0.2,8.15,158.97,81.96, -   ,,11.82, -   ,11.55,0.02, -   ,11.55,0, -   ,11.03,0,10.81,10.81,"9,076.10",3.17,"6,559.80","7,038.23","6,818.12", -   , -   ,"6,817.60",433.08, -   , -   , -   , -   ,"6,817.60",433.08,"6,474.23",6.442
156,1/7/2025 11:00,14.9,,14.9,2.74,1.91,0.2,10.13,172.87,80.03, -   ,,14.9, -   ,14.57,0.02, -   ,14.57,0, -   ,13.91,0,13.64,13.64,"11,445.83",3.11,"8,713.96","9,389.78","9,100.01", -   , -   ,"9,099.12",441.48, -   , -   , -   , -   ,"9,099.12",441.48,"8,643.28",8.6
157,1/7/2025 12:00,14,,14,2.64,1.66,0.2,10.15,186.96,80, -   ,,14, -   ,13.69,0.02, -   ,13.69,0, -   ,13.07,0,12.81,12.81,"10,753.97",3,"8,081.85","8,703.60","8,431.41", -   , -   ,"8,430.64",439.59, -   , -   , -   , -   ,"8,430.64",439.59,"8,007.52",7.968
158,1/7/2025 13:00,11.88,,11.88,2.58,2.21,0.2,8.2,200.87,81.9, -   ,,11.88, -   ,11.62,0.02, -   ,11.62,0, -   ,11.09,0,10.87,10.87,"9,127.94",2.88,"6,606.75","7,095.47","6,873.93", -   , -   ,"6,873.41",434.34, -   , -   , -   , -   ,"6,873.41",434.34,"6,527.14",6.495
159,1/7/2025 14:00,5.5,,5.5,2.8,2.31,0.2,4.46,214.31,84.74, -   ,,5.5, -   ,5.35,0.01, -   ,5.35,0, -   ,5.11,0,5.01,5.01,"4,202.68",2.94,"2,280.95","2,361.30","2,305.27", -   , -   ,"2,305.21",405.86, -   , -   , -   , -   ,"2,305.21",405.86,"2,188.60",2.178
160,1/7/2025 15:00,0.4,,0.4,2.86,1.9,0.2,-0.82,227.15,86.55, -   ,,0.4, -   ,0.4,0, -   ,0.4, -   , -   ,0.38, -   ,0.38,0.38,316.14,2.87,15.03,14.71,14.67, -   , -   ,14.67,40.59, -   , -   , -   ,14.67, -   ,150, -   ,0
161,1/7/2025 16:00, -   ,, -   ,2.69,2.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
162,1/7/2025 17:00, -   ,, -   ,2.42,2.29,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
163,1/7/2025 18:00, -   ,, -   ,2.29,2.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
164,1/7/2025 19:00, -   ,, -   ,2.1,2.66,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
165,1/7/2025 20:00, -   ,, -   ,1.89,2.64,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
166,1/7/2025 21:00, -   ,, -   ,1.6,2.76,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
167,1/7/2025 22:00, -   ,, -   ,1.22,2.73,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
168,1/7/2025 23:00, -   ,, -   ,1.15,2.75,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
169,1/8/2025 0:00, -   ,, -   ,1.21,2.55,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,1/8/2025 1:00, -   ,, -   ,1.31,2.61,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
171,1/8/2025 2:00, -   ,, -   ,1.35,2.73,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
172,1/8/2025 3:00, -   ,, -   ,1.38,2.38,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,1/8/2025 4:00, -   ,, -   ,1.4,1.79,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
174,1/8/2025 5:00, -   ,, -   ,1.43,1.14,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
175,1/8/2025 6:00, -   ,, -   ,1.46,0.78,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
176,1/8/2025 7:00, -   ,, -   ,1.49,0.91,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
177,1/8/2025 8:00, -   ,, -   ,1.57,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
178,1/8/2025 9:00,8.98,,8.98,1.97,1.57,0.2,4.47,145.41,85.22, -   ,,8.98, -   ,8.8,0.01, -   ,8.8,0, -   ,8.4,0,8.23,8.23,"6,910.25",2.2,"4,624.40","4,935.93","4,793.92", -   , -   ,"4,793.65",424.74, -   , -   , -   , -   ,"4,793.65",424.74,"4,551.29",4.529
179,1/8/2025 10:00,39.2,,39.08,2.76,2.32,0.2,8.26,158.84,81.85, -   ,,39.2,0.11,38.25,0.06,0.11,38.25,0.01,0.08,36.53,0,35.88,35.88,"30,116.22",3.73,"26,316.90","28,454.58","27,494.30", -   , -   ,"27,486.96",464.83, -   , -   , -   , -   ,"27,486.96",464.83,"26,229.61",26.099
180,1/8/2025 11:00,38.53,,38.53,3.25,2.75,0.2,10.26,172.76,79.9, -   ,,38.53, -   ,37.71,0.06, -   ,37.71,0.01, -   ,36.01,0,35.29,35.29,"29,622.45",4.17,"25,842.62","27,899.42","26,924.00", -   , -   ,"26,916.98",464.23, -   , -   , -   , -   ,"26,916.98",464.23,"25,681.75",25.553
181,1/8/2025 12:00,26.92,,26.92,3.49,3.41,0.2,10.29,186.87,79.87, -   ,,26.92, -   ,26.33,0.04, -   ,26.33,0, -   ,25.14,0,24.64,24.64,"20,684.39",4.1,"17,323.69","18,694.92","18,057.13", -   , -   ,"18,053.84",455.78, -   , -   , -   , -   ,"18,053.84",455.78,"17,184.87",17.099
182,1/8/2025 13:00,80.42,,49.48,4.15,4.02,0.2,8.36,200.8,81.75, -   ,,80.42,30.46,50.05,0.12,30.46,50.05,0.01,21.34,47.79,0,67.75,67.73,"56,851.53",5.77,"52,471.31","56,244.47","54,210.41", -   , -   ,"54,180.32",474.02, -   , -   , -   , -   ,"54,180.32",474.02,"52,062.97",51.803
183,1/8/2025 14:00,40.22,,27.32,4.28,3.56,0.2,4.62,214.26,84.66, -   ,,40.22,13.74,28.22,0.06,1.98,28.22,0.01,1.55,26.94,0,27.92,27.91,"23,423.76",4.97,"19,976.63","21,486.28","20,350.43", -   , -   ,"20,345.98",458.57, -   , -   , -   , -   ,"20,345.98",458.57,"19,389.61",19.293
184,1/8/2025 15:00,0.3,,0.3,3.83,2.85,0.2,-0.65,227.12,86.47, -   ,,0.3, -   ,0.3,0, -   ,0.3, -   , -   ,0.29, -   ,0.28,0.28,236.81,3.84,8.44,8.27,8.25, -   , -   ,8.25,30.43, -   , -   , -   ,8.25, -   ,150, -   ,0
185,1/8/2025 16:00, -   ,, -   ,3.65,3.48,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
186,1/8/2025 17:00, -   ,, -   ,3.52,3.68,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
187,1/8/2025 18:00, -   ,, -   ,3.4,3.56,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
188,1/8/2025 19:00, -   ,, -   ,3.27,3.28,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
189,1/8/2025 20:00, -   ,, -   ,3.14,3.52,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
190,1/8/2025 21:00, -   ,, -   ,3.02,4.49,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
191,1/8/2025 22:00, -   ,, -   ,2.89,5.07,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
192,1/8/2025 23:00, -   ,, -   ,2.76,5.73,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
193,1/9/2025 0:00, -   ,, -   ,2.54,5.06,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
194,1/9/2025 1:00, -   ,, -   ,2.31,5.62,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
195,1/9/2025 2:00, -   ,, -   ,2.1,5.93,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
196,1/9/2025 3:00, -   ,, -   ,1.98,5.69,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
197,1/9/2025 4:00, -   ,, -   ,1.87,5.27,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
198,1/9/2025 5:00, -   ,, -   ,1.77,4.82,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199,1/9/2025 6:00, -   ,, -   ,1.7,5.56,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200,1/9/2025 7:00, -   ,, -   ,1.64,5.57,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
201,1/9/2025 8:00,0.42,,0.42,1.8,4.83,0.2,-0.76,132.43,86.91, -   ,,0.42, -   ,0.42,0, -   ,0.42, -   , -   ,0.4, -   ,0.4,0.4,331.62,1.81,16.52,16.15,16.11, -   , -   ,16.11,42.6, -   , -   , -   ,16.11, -   ,150, -   ,0
202,1/9/2025 9:00,36.98,,28.85,2.85,5.23,0.2,4.58,145.27,85.16, -   ,,36.98,7.87,28.78,0.06,7.87,28.78,0,5.92,27.48,0,32.73,32.75,"27,493.52",3.58,"23,860.34","25,795.22","24,838.27", -   , -   ,"24,831.63",464.67, -   , -   , -   , -   ,"24,831.63",464.67,"23,696.58",23.578
203,1/9/2025 10:00,87.32,,47.63,4.24,5.53,0.2,8.38,158.72,81.73, -   ,,87.32,39.08,48.21,0.13,39.08,48.21,0.01,27.42,46.03,0,71.99,71.99,"60,431.61",5.81,"55,973.22","59,994.12","58,025.77", -   , -   ,"57,992.16",474.29, -   , -   , -   , -   ,"57,992.16",474.29,"55,751.79",55.473
204,1/9/2025 11:00,95.32,,64.43,5.19,5.81,0.2,10.39,172.66,79.77, -   ,,95.32,30.41,64.43,0.14,30.41,64.43,0.01,23.37,61.52,0,83.2,83.2,"69,837.31",6.97,"65,208.66","69,627.55","67,223.04", -   , -   ,"67,181.29",474.69, -   , -   , -   , -   ,"67,181.29",474.69,"64,647.22",64.324
205,1/9/2025 12:00,99.1,,64.95,5.77,5.06,0.2,10.44,186.78,79.72, -   ,,99.1,33.63,64.94,0.15,33.63,64.94,0.01,25.89,62.01,0,86.15,86.14,"72,310.51",7.7,"67,670.81","72,063.16","69,542.26", -   , -   ,"69,496.98",474.04, -   , -   , -   , -   ,"69,496.98",474.04,"66,910.31",66.576
206,1/9/2025 13:00,69.05,,50.12,5.84,4.5,0.2,8.52,200.74,81.59, -   ,,69.05,18.65,50.13,0.1,18.65,50.13,0.01,13.18,47.87,0,59.84,59.85,"50,240.34",7.23,"45,921.36","49,007.77","47,372.98", -   , -   ,"47,350.53",468.83, -   , -   , -   , -   ,"47,350.53",468.83,"45,397.00",45.17
207,1/9/2025 14:00,33.95,,28.27,5.39,4.53,0.2,4.79,214.22,84.58, -   ,,33.95,6.14,28.75,0.05,6.14,28.75,0,4.82,27.45,0,31.62,31.62,"26,544.37",6.12,"22,946.39","24,591.24","23,716.39", -   , -   ,"23,710.31",459.01, -   , -   , -   , -   ,"23,710.31",459.01,"22,611.73",22.499
208,1/9/2025 15:00,0.87,,0.87,4.67,4.25,0.2,-0.48,227.09,86.38, -   ,,0.87, -   ,0.87,0, -   ,0.87, -   , -   ,0.83, -   ,0.81,0.81,681.55,4.69,69.73,68.37,68.2, -   , -   ,68.2,87.34, -   , -   , -   ,36.93,31.27,150,29.86,0.03
209,1/9/2025 16:00, -   ,, -   ,4.32,4.42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
210,1/9/2025 17:00, -   ,, -   ,4.02,5.82,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
211,1/9/2025 18:00, -   ,, -   ,3.77,6.32,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
212,1/9/2025 19:00, -   ,, -   ,3.52,6.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
213,1/9/2025 20:00, -   ,, -   ,3.27,5.99,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
214,1/9/2025 21:00, -   ,, -   ,3.03,5.65,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
215,1/9/2025 22:00, -   ,, -   ,2.78,5.13,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
216,1/9/2025 23:00, -   ,, -   ,2.53,5.23,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
217,1/10/2025 0:00, -   ,, -   ,2.25,5.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
218,1/10/2025 1:00, -   ,, -   ,1.96,6.09,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
219,1/10/2025 2:00, -   ,, -   ,1.68,5.36,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
220,1/10/2025 3:00, -   ,, -   ,1.51,4.74,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
221,1/10/2025 4:00, -   ,, -   ,1.36,5.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
222,1/10/2025 5:00, -   ,, -   ,1.22,5.56,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223,1/10/2025 6:00, -   ,, -   ,1.1,5.27,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224,1/10/2025 7:00, -   ,, -   ,1.01,4.74,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
225,1/10/2025 8:00,0.47,,0.47,1.12,5.14,0.2,-0.66,132.28,86.85, -   ,,0.47, -   ,0.47,0, -   ,0.47, -   , -   ,0.45, -   ,0.44,0.44,370.91,1.13,20.67,20.2,20.14, -   , -   ,20.14,47.8, -   , -   , -   ,20.14, -   ,150, -   ,0
