hour_index,datetime, global_horizontal_irradiance , direct_normal_irradiance , diffuse_horizontal_irradiance , dry_bulb_temperature , windspeed , albedo , solar_altitude_angle , solar_azimuth_angle , solar_incident_angle , horizon_elevation_angle , tracker_roll_angle , adjusted_ghi , poa_direct_irradiance , poa_diffuse_irradiance , poa_reflected_irradiance , shaded_direct_irradiance , shaded_diffuse_irradiance , shaded_reflected_irradiance , effective_direct_irradiance , effective_diffuse_irradiance , effective_reflected_irradiance , soiled_irradiance , total_irradiance , nameplate_power , avg_cell_temp , module_irradiance_derated_power , module_mpp_power , module_power , optimizer_input_power , optimizer_output_power , optimal_dc_power , optimal_dc_voltage , inverter_overpower_loss , inverter_underpower_loss , inverter_overvoltage_loss , inverter_undervoltage_loss , actual_dc_power , actual_dc_voltage ,ac_power ,pv_kw 
2924,5/2/2025 19:00,0.88,,0.88,8.57,0.75,0.2,0.48,299.01,85.55, -   ,,0.88, -   ,0.87,0, -   ,0.87,0, -   ,0.83,0,0.81,0.81,684.1,8.59,70.42,69.31,69.13, -   , -   ,69.13,88.23, -   , -   , -   ,36.53,32.6,150,31.13,0.031
2925,5/2/2025 20:00, -   ,, -   ,8.04,0.82,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2926,5/2/2025 21:00, -   ,, -   ,7.41,1.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2927,5/2/2025 22:00, -   ,, -   ,7.46,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2928,5/2/2025 23:00, -   ,, -   ,7.18,1.24,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2929,5/3/2025 0:00, -   ,, -   ,6.87,1.34,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2930,5/3/2025 1:00, -   ,, -   ,6.55,1.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2931,5/3/2025 2:00, -   ,, -   ,6.34,1.86,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2932,5/3/2025 3:00, -   ,, -   ,6.23,1.86,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2933,5/3/2025 4:00,12.62,,11.57,6.48,1.6,0.2,2.76,64.73,83.98, -   ,,12.62,1.26,11.24,0.02,0.11,11.24,0,0.09,10.74,0,10.61,10.61,"8,902.69",6.78,"6,409.09","6,800.04","6,589.07", -   , -   ,"6,588.56",426.84, -   , -   , -   , -   ,"6,588.56",426.84,"6,257.51",6.226
2934,5/3/2025 5:00,130.98,,43.1,7.42,1.28,0.2,10.42,77.06,79.59, -   ,,130.98,86.55,44.34,0.2,86.55,44.34,0.02,76.28,42.34,0.01,116.25,116.17,"97,532.45",10.77,"93,701.21","97,901.64","94,504.81", -   , -   ,"94,373.05",473.48, -   , -   , -   , -   ,"94,373.05",473.48,"91,773.93",91.315
2935,5/3/2025 6:00,221.35,,94.57,8.38,0.82,0.2,18.46,89.46,71.54, -   ,,221.35,124.86,95.67,0.34,124.86,95.67,0.03,111.08,91.36,0.01,198.4,198.48,"166,629.86",14.28,"162,689.03","168,371.33","163,205.58", -   , -   ,"162,911.34",472.31, -   , -   , -   , -   ,"162,911.34",472.31,"158,433.60",157.641
2936,5/3/2025 7:00,387.28,,83.9,9.54,0.46,0.2,26.51,102.44,63.52, -   ,,387.28,298.77,86.37,0.59,298.77,86.37,0.05,279.73,82.48,0.02,354.98,354.9,"297,940.20",20.36,"295,873.88","299,502.53","289,297.84", -   , -   ,"288,416.10",467.74, -   , -   , -   , -   ,"288,416.10",467.74,"280,847.72",279.444
2937,5/3/2025 8:00,508.9,,103.65,10.72,0.46,0.2,34.15,116.66,56, -   ,,508.9,399.09,106.75,0.77,399.09,106.75,0.07,382.95,101.93,0.02,475.21,475.29,"398,990.25",25.2,"398,548.00","397,238.75","384,526.53", -   , -   ,"383,013.40",461.33, -   , -   , -   , -   ,"383,013.40",461.33,"372,564.30",370.702
2938,5/3/2025 9:00,645.97,,111.27,11.87,0.4,0.2,40.81,132.84,49.59, -   ,,645.97,526.58,114.48,0.98,526.58,114.48,0.08,512,109.32,0.03,608.92,608.77,"511,031.62",30.5,"512,182.20","501,499.22","485,421.25", -   , -   ,"483,004.16",453.57, -   , -   , -   , -   ,"483,004.16",453.57,"469,162.25",466.816
2939,5/3/2025 10:00,649.63,,202.98,12.71,0.87,0.2,45.79,151.52,44.94, -   ,,649.63,439.86,206.16,0.99,439.86,206.16,0.08,430.7,196.86,0.03,615.04,615.07,"516,315.62",30.94,"517,633.66","506,529.56","490,254.22", -   , -   ,"487,835.03",453.45, -   , -   , -   , -   ,"487,835.03",453.45,"473,864.78",471.496
2940,5/3/2025 11:00,631.33,,258.1,13.31,1.25,0.2,48.32,172.44,42.65, -   ,,631.33,367.56,259.99,0.96,367.56,259.99,0.08,360.95,248.26,0.03,597.06,597.07,"501,194.72",30.57,"502,364.12","492,394.60","477,933.72", -   , -   ,"475,633.78",453.42, -   , -   , -   , -   ,"475,633.78",453.42,"462,090.72",459.78
2941,5/3/2025 12:00,493.63,,293.8,13.54,1.31,0.2,47.87,194.11,43.01, -   ,,493.63,196.8,293.41,0.75,196.8,293.41,0.06,193.16,280.18,0.02,463.9,463.9,"389,406.40",26.89,"388,897.16","386,223.78","373,886.25", -   , -   ,"372,515.94",459.78, -   , -   , -   , -   ,"372,515.94",459.78,"362,470.53",360.658
2942,5/3/2025 13:00,491.12,,264.78,13.63,1.45,0.2,44.54,214.47,46, -   ,,491.12,222.89,264.54,0.75,222.89,264.54,0.06,217.91,252.61,0.02,461.12,461.14,"387,085.66",26.78,"386,529.20","383,935.90","372,709.88", -   , -   ,"371,339.00",459.14, -   , -   , -   , -   ,"371,339.00",459.14,"361,311.94",359.505
2943,5/3/2025 14:00,389.28,,257.17,13.51,1.69,0.2,38.98,232.37,51.25, -   ,,389.28,130.11,255.22,0.59,130.11,255.22,0.05,126.11,243.71,0.02,362.44,362.44,"304,230.44",23.68,"302,235.80","303,518.70","293,389.94", -   , -   ,"292,550.70",464.09, -   , -   , -   , -   ,"292,550.70",464.09,"284,926.47",283.502
2944,5/3/2025 15:00,379.13,,208.62,13.31,0.87,0.2,31.97,247.9,58.08, -   ,,379.13,167.93,208.34,0.58,167.93,208.34,0.05,160.22,198.95,0.02,352,351.91,"295,388.88",23.75,"293,247.38","294,186.80","284,465.34", -   , -   ,"283,659.00",463.09, -   , -   , -   , -   ,"283,659.00",463.09,"276,258.84",274.878
2945,5/3/2025 16:00,263.18,,170.18,12.86,0.78,0.2,24.18,261.68,65.83, -   ,,263.18,91.59,169.89,0.4,91.59,169.89,0.03,84.81,162.22,0.01,242.11,241.99,"203,113.23",20.08,"199,482.53","202,761.69","196,435.14", -   , -   ,"196,046.48",465.36, -   , -   , -   , -   ,"196,046.48",465.36,"191,037.36",190.082
2946,5/3/2025 17:00,168.08,,92.45,12.24,0.69,0.2,16.1,274.44,73.9, -   ,,168.08,74.48,92.45,0.26,74.48,92.45,0.02,64.57,88.28,0.01,149.8,149.93,"125,842.76",16.73,"121,462.41","124,832.64","121,219.77", -   , -   ,"121,055.41",464.86, -   , -   , -   , -   ,"121,055.41",464.86,"117,546.01",116.958
2947,5/3/2025 18:00,63.03,,46.82,11.56,0.49,0.2,8.16,286.77,81.24, -   ,,63.03,17.19,47.5,0.1,17.19,47.5,0.01,15.2,45.36,0,59.35,59.32,"49,789.49",13.36,"45,579.41","47,548.33","45,923.23", -   , -   ,"45,898.66",457.92, -   , -   , -   , -   ,"45,898.66",457.92,"44,011.95",43.792
2948,5/3/2025 19:00,2.47,,2.47,10.8,0.26,0.2,0.73,299.17,85.44, -   ,,2.47, -   ,2.42,0, -   ,2.42,0, -   ,2.31,0,2.27,2.27,"1,904.27",10.87,541.07,533.87,532.14, -   , -   ,532.13,247.57, -   , -   , -   , -   ,532.13,247.57,506.99,0.505
2949,5/3/2025 20:00, -   ,, -   ,10.14,0.37,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2950,5/3/2025 21:00, -   ,, -   ,9.49,0.41,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2951,5/3/2025 22:00, -   ,, -   ,8.85,0.52,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2952,5/3/2025 23:00, -   ,, -   ,8.24,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2953,5/4/2025 0:00, -   ,, -   ,7.91,1.09,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2954,5/4/2025 1:00, -   ,, -   ,7.61,1.27,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2955,5/4/2025 2:00, -   ,, -   ,7.42,1.31,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2956,5/4/2025 3:00, -   ,, -   ,7.32,1.39,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2957,5/4/2025 4:00,10.98,,10.98,7.54,1.47,0.2,3.03,64.6,83.85, -   ,,10.98, -   ,10.66,0.02, -   ,10.66,0, -   ,10.18,0,9.98,9.98,"8,377.94",7.83,"5,931.91","6,267.34","6,075.40", -   , -   ,"6,074.97",422.23, -   , -   , -   , -   ,"6,074.97",422.23,"5,769.47",5.741
2958,5/4/2025 5:00,119.65,,54.5,8.4,1.91,0.2,10.67,76.92,79.33, -   ,,119.65,64.16,55.19,0.18,64.16,55.19,0.02,55.96,52.7,0,106.49,106.48,"89,396.96",11.34,"85,251.35","89,153.68","86,202.87", -   , -   ,"86,103.33",471.49, -   , -   , -   , -   ,"86,103.33",471.49,"83,636.41",83.218
2959,5/4/2025 6:00,222.47,,99.65,9.38,1.93,0.2,18.71,89.3,71.29, -   ,,222.47,120.95,100.74,0.34,120.95,100.74,0.03,107.86,96.2,0.01,199.99,200.09,"167,979.05",14.91,"164,034.36","169,474.80","163,930.69", -   , -   ,"163,638.62",472.45, -   , -   , -   , -   ,"163,638.62",472.45,"159,160.42",158.365
2960,5/4/2025 7:00,422.88,,65.32,10.7,2.04,0.2,26.77,102.28,63.26, -   ,,422.88,352.13,67.84,0.64,352.13,67.84,0.06,330.05,64.78,0.02,386.95,387.22,"325,068.56",21.32,"323,432.56","326,189.70","314,593.47", -   , -   ,"313,546.00",466.84, -   , -   , -   , -   ,"313,546.00",466.84,"305,214.62",303.689
2961,5/4/2025 8:00,614.25,,85.02,12.13,2.51,0.2,34.41,116.51,55.74, -   ,,614.25,521.19,87.74,0.93,521.19,87.74,0.08,500.43,83.78,0.03,572.55,572.31,"480,440.00",27.34,"481,068.25","475,804.22","460,474.94", -   , -   ,"458,288.66",458.45, -   , -   , -   , -   ,"458,288.66",458.45,"445,330.62",443.104
2962,5/4/2025 9:00,751.75,,119.48,13.63,3.56,0.2,41.09,132.71,49.32, -   ,,751.75,622.66,122.73,1.14,622.66,122.73,0.1,605.69,117.19,0.03,708.46,708.44,"594,714.90",31.19,"596,527.30","582,706.06","564,693.80", -   , -   ,"561,400.94",451.61, -   , -   , -   , -   ,"561,400.94",451.61,"544,735.10",542.011
2963,5/4/2025 10:00,815.42,,109.68,14.76,3.73,0.2,46.08,151.44,44.66, -   ,,815.42,695.01,112.14,1.24,695.01,112.14,0.11,680.77,107.09,0.03,772.14,772.08,"648,119.25",33.68,"650,325.30","630,059.94","611,554.90", -   , -   ,"607,705.60",447.25, -   , -   , -   , -   ,"607,705.60",447.25,"589,251.60",586.305
2964,5/4/2025 11:00,404.43,,311.85,14.84,2.87,0.2,48.61,172.44,42.36, -   ,,404.43,91.18,309.61,0.61,91.18,309.61,0.05,89.57,295.65,0.02,377.53,377.54,"316,916.38",24.63,"315,144.10","315,528.25","305,382.34", -   , -   ,"304,478.30",462.57, -   , -   , -   , -   ,"304,478.30",462.57,"296,503.28",295.021
2965,5/4/2025 12:00,435.73,,325.92,14.83,2.87,0.2,48.15,194.2,42.73, -   ,,435.73,108.15,323.49,0.66,108.15,323.49,0.06,106.18,308.91,0.02,406.81,406.81,"341,487.44",25.37,"340,149.53","339,658.47","328,411.12", -   , -   ,"327,365.80",461.8, -   , -   , -   , -   ,"327,365.80",461.8,"318,726.28",317.133
2966,5/4/2025 13:00,392.93,,333.05,14.7,3.39,0.2,44.81,214.63,45.74, -   ,,392.93,58.97,341.17,0.6,58.97,341.17,0.05,57.67,325.79,0.02,375.81,375.83,"315,480.22",24.12,"313,682.50","314,632.34","304,794.03", -   , -   ,"303,894.94",463.03, -   , -   , -   , -   ,"303,894.94",463.03,"295,942.10",294.462
2967,5/4/2025 14:00,364.02,,295.48,14.49,3.27,0.2,39.23,232.56,51, -   ,,364.02,67.49,302.44,0.55,67.49,302.44,0.05,65.45,288.8,0.02,347.18,347.2,"291,439.78",23.26,"289,218.38","290,970.72","281,620.06", -   , -   ,"280,853.06",464.06, -   , -   , -   , -   ,"280,853.06",464.06,"273,560.25",272.193
2968,5/4/2025 15:00,313.05,,256.85,14.15,2.9,0.2,32.21,248.1,57.85, -   ,,313.05,55.35,263.07,0.48,55.35,263.07,0.04,52.84,251.21,0.01,297.98,297.97,"250,123.73",21.86,"247,191.62","249,923.86","240,958.90", -   , -   ,"240,399.27",465.53, -   , -   , -   , -   ,"240,399.27",465.53,"234,239.90",233.069
2969,5/4/2025 16:00,225.48,,187.12,13.65,3.03,0.2,24.4,261.88,65.6, -   ,,225.48,37.78,191.09,0.34,37.78,191.09,0.03,35.03,182.47,0.01,213.16,213.12,"178,891.88",19.12,"174,868.66","178,577.38","172,772.19", -   , -   ,"172,483.72",466.49, -   , -   , -   , -   ,"172,483.72",466.49,"168,109.50",167.269
2970,5/4/2025 17:00,148.67,,104.37,13.02,2.95,0.2,16.33,274.62,73.67, -   ,,148.67,43.63,103.51,0.23,43.63,103.51,0.02,37.93,98.84,0.01,134.04,134.08,"112,542.13",16.47,"107,969.91","111,270.31","107,564.95", -   , -   ,"107,444.21",465.04, -   , -   , -   , -   ,"107,444.21",465.04,"104,282.13",103.761
2971,5/4/2025 18:00,65.83,,48.13,12.3,3.46,0.2,8.4,286.94,81.13, -   ,,65.83,18.47,48.69,0.1,18.47,48.69,0.01,16.37,46.49,0,61.6,61.59,"51,695.19",13.83,"47,458.20","49,426.68","47,716.72", -   , -   ,"47,690.23",457.87, -   , -   , -   , -   ,"47,690.23",457.87,"45,751.35",45.523
2972,5/4/2025 19:00,2.42,,2.42,11.61,2.77,0.2,0.97,299.33,85.32, -   ,,2.42, -   ,2.37,0, -   ,2.37,0, -   ,2.26,0,2.22,2.22,"1,862.59",11.66,517.97,511.44,509.82, -   , -   ,509.81,242, -   , -   , -   , -   ,509.81,242,485.79,0.483
2973,5/4/2025 20:00, -   ,, -   ,10.71,2.16,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2974,5/4/2025 21:00, -   ,, -   ,9.78,1.43,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2975,5/4/2025 22:00, -   ,, -   ,8.86,1.34,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2976,5/4/2025 23:00, -   ,, -   ,7.96,1.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2977,5/5/2025 0:00, -   ,, -   ,7.24,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2978,5/5/2025 1:00, -   ,, -   ,6.55,0.81,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2979,5/5/2025 2:00, -   ,, -   ,6.12,0.76,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2980,5/5/2025 3:00, -   ,, -   ,5.87,0.55,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2981,5/5/2025 4:00,13.45,,13.07,6.09,0.55,0.2,3.28,64.48,83.73, -   ,,13.45,0.48,12.63,0.02,0.04,12.63,0,0.03,12.06,0,11.85,11.85,"9,948.88",6.45,"7,356.10","7,827.65","7,584.49", -   , -   ,"7,583.83",430.66, -   , -   , -   , -   ,"7,583.83",430.66,"7,203.66",7.168
2982,5/5/2025 5:00,118.63,,56.77,6.92,0.36,0.2,10.92,76.78,79.08, -   ,,118.63,60.93,57.46,0.18,60.93,57.46,0.02,52.63,54.87,0,105.35,105.42,"88,508.35",10.15,"84,318.63","88,535.52","85,346.03", -   , -   ,"85,251.99",473.58, -   , -   , -   , -   ,"85,251.99",473.58,"82,802.43",82.388
2983,5/5/2025 6:00,240.32,,86.07,7.94,0.45,0.2,18.96,89.15,71.04, -   ,,240.32,151.91,88.1,0.37,151.91,88.1,0.03,135.77,84.13,0.01,215.51,215.45,"180,872.42",14.51,"177,139.40","183,004.40","177,016.69", -   , -   ,"176,666.73",473.32, -   , -   , -   , -   ,"176,666.73",473.32,"171,848.06",170.989
2984,5/5/2025 7:00,379.87,,102.53,9.05,0.33,0.2,27.02,102.13,63.01, -   ,,379.87,273.12,105.16,0.58,273.12,105.16,0.05,256.25,100.42,0.02,349.55,349.41,"293,326.22",19.8,"291,178.47","295,486.47","286,980.06", -   , -   ,"286,120.28",467.71, -   , -   , -   , -   ,"286,120.28",467.71,"278,637.44",277.244
2985,5/5/2025 8:00,524.72,,95.23,10.22,0.28,0.2,34.67,116.36,55.48, -   ,,524.72,422.96,98.28,0.8,422.96,98.28,0.07,406.35,93.85,0.02,490.22,490.31,"411,604.78",25.35,"411,349.03","409,758.53","397,003.53", -   , -   ,"395,392.62",461.09, -   , -   , -   , -   ,"395,392.62",461.09,"384,548.84",382.626
2986,5/5/2025 9:00,624.35,,115.97,11.28,0.14,0.2,41.35,132.58,49.05, -   ,,624.35,500.66,119.2,0.95,500.66,119.2,0.08,487.22,113.82,0.03,589.05,589.06,"494,490.20",29.62,"495,456.84","486,680.53","472,439.25", -   , -   ,"470,165.60",454.2, -   , -   , -   , -   ,"470,165.60",454.2,"456,780.38",454.497
2987,5/5/2025 10:00,683.23,,151.2,12.12,0.21,0.2,46.36,151.35,44.39, -   ,,683.23,523.95,154.66,1.04,523.95,154.66,0.09,513.39,147.68,0.03,647.88,647.89,"543,877.50",32.2,"545,482.25","531,325.70","515,289.30", -   , -   ,"512,582.97",450.65, -   , -   , -   , -   ,"512,582.97",450.65,"497,680.00",495.192
2988,5/5/2025 11:00,683.27,,210.35,12.83,0.41,0.2,48.9,172.44,42.09, -   ,,683.27,465.73,213.57,1.04,465.73,213.57,0.09,457.64,203.94,0.03,648.38,648.36,"544,251.56",32.66,"545,905.40","531,020.20","514,779.56", -   , -   ,"512,079.12",449.91, -   , -   , -   , -   ,"512,079.12",449.91,"497,188.00",494.702
2989,5/5/2025 12:00,678.33,,204.48,13.37,0.6,0.2,48.43,194.29,42.46, -   ,,678.33,466.65,207.75,1.03,466.65,207.75,0.09,458.32,198.39,0.03,643.6,643.68,"540,315.50",32.8,"541,910.44","526,776.90","510,956.88", -   , -   ,"508,291.47",449.96, -   , -   , -   , -   ,"508,291.47",449.96,"493,527.97",491.06
2990,5/5/2025 13:00,633.63,,191.62,13.71,0.3,0.2,45.07,214.78,45.48, -   ,,633.63,435.3,194.88,0.96,435.3,194.88,0.08,425.85,186.09,0.03,599.73,599.74,"503,426.03",32.18,"504,553.00","491,297.60","474,751.66", -   , -   ,"472,434.00",451.27, -   , -   , -   , -   ,"472,434.00",451.27,"458,926.50",456.632
2991,5/5/2025 14:00,567.78,,153.35,13.83,0.49,0.2,39.48,232.75,50.75, -   ,,567.78,408.14,156.6,0.86,408.14,156.6,0.07,395.95,149.54,0.02,534.61,534.58,"448,719.34",30.1,"449,053.88","440,155.28","426,977.56", -   , -   ,"425,088.00",453.47, -   , -   , -   , -   ,"425,088.00",453.47,"413,181.38",411.116
2992,5/5/2025 15:00,446.35,,150.42,13.7,0.71,0.2,32.44,248.3,57.62, -   ,,446.35,291.44,152.2,0.68,291.44,152.2,0.06,278.43,145.34,0.02,415.31,415.4,"348,677.34",26.15,"347,435.06","345,163.72","333,630.66", -   , -   ,"332,478.00",459.02, -   , -   , -   , -   ,"332,478.00",459.02,"323,547.10",321.929
2993,5/5/2025 16:00,316.9,,128.57,13.25,0.96,0.2,24.63,262.07,65.37, -   ,,316.9,185.47,129.94,0.48,185.47,129.94,0.04,172.15,124.08,0.01,290.32,290.35,"243,703.33",21.81,"240,752.23","242,789.84","234,470.03", -   , -   ,"233,887.55",464.19, -   , -   , -   , -   ,"233,887.55",464.19,"227,826.62",226.688
2994,5/5/2025 17:00,196.03,,85.28,12.58,0.98,0.2,16.55,274.81,73.45, -   ,,196.03,109.07,86.29,0.3,109.07,86.29,0.03,95.09,82.39,0.01,173.94,173.96,"146,007.08",17.7,"141,900.97","145,115.27","140,046.83", -   , -   ,"139,817.27",465.72, -   , -   , -   , -   ,"139,817.27",465.72,"135,840.97",135.162
2995,5/5/2025 18:00,81.42,,48.48,11.82,0.81,0.2,8.62,287.12,81.02, -   ,,81.42,33.86,49.6,0.12,33.86,49.6,0.01,30.07,47.36,0,75.88,75.93,"63,729.65",14.08,"59,505.08","61,789.89","59,704.11", -   , -   ,"59,657.90",461.08, -   , -   , -   , -   ,"59,657.90",461.08,"57,505.33",57.218
2996,5/5/2025 19:00,3.53,,3.53,10.95,0.73,0.2,1.2,299.49,85.21, -   ,,3.53, -   ,3.46,0.01, -   ,3.46,0, -   ,3.3,0,3.24,3.24,"2,718.36",11.04,"1,083.69","1,078.18","1,065.01", -   , -   ,"1,064.99",349.32, -   , -   , -   , -   ,"1,064.99",349.32,"1,012.26",1.007
2997,5/5/2025 20:00, -   ,, -   ,9.95,0.79,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2998,5/5/2025 21:00, -   ,, -   ,8.93,0.87,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2999,5/5/2025 22:00, -   ,, -   ,7.91,1.38,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3000,5/5/2025 23:00, -   ,, -   ,6.94,1.85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3001,5/6/2025 0:00, -   ,, -   ,6.26,1.88,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3002,5/6/2025 1:00, -   ,, -   ,5.63,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3003,5/6/2025 2:00, -   ,, -   ,5.22,1.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3004,5/6/2025 3:00, -   ,, -   ,4.99,1.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3005,5/6/2025 4:00,15.5,,15.43,5.24,1.15,0.2,3.54,64.35,83.61, -   ,,15.5,0.08,15.05,0.02,0.01,15.05,0,0.01,14.38,0,14.09,14.09,"11,830.94",5.65,"9,066.92","9,695.80","9,377.75", -   , -   ,"9,376.80",437.99, -   , -   , -   , -   ,"9,376.80",437.99,"8,908.10",8.864
3006,5/6/2025 5:00,130.13,,52.35,6.15,1.45,0.2,11.17,76.64,78.83, -   ,,130.13,76.6,53.67,0.2,76.6,53.67,0.02,65.56,51.25,0.01,114.48,114.34,"95,999.11",9.41,"91,959.95","96,686.66","93,552.63", -   , -   ,"93,433.28",475.69, -   , -   , -   , -   ,"93,433.28",475.69,"90,810.52",90.357
3007,5/6/2025 6:00,249.92,,84.28,7.2,0.99,0.2,19.21,89,70.8, -   ,,249.92,163.12,86.34,0.38,163.12,86.34,0.03,146.1,82.45,0.01,223.99,223.98,"188,041.34",13.78,"184,408.16","190,983.40","184,647.03", -   , -   ,"184,268.88",475.11, -   , -   , -   , -   ,"184,268.88",475.11,"179,283.50",178.387
3008,5/6/2025 7:00,389.03,,94.65,8.32,0.98,0.2,27.27,101.97,62.77, -   ,,389.03,289.91,97.25,0.59,289.91,97.25,0.05,272.28,92.86,0.02,357.85,358.16,"300,671.97",18.85,"298,645.97","304,011.94","294,409.40", -   , -   ,"293,513.30",470.21, -   , -   , -   , -   ,"293,513.30",470.21,"285,841.80",284.413
3009,5/6/2025 8:00,512.58,,111.87,9.42,1.51,0.2,34.92,116.2,55.23, -   ,,512.58,394.63,114.86,0.78,394.63,114.86,0.07,379.36,109.68,0.02,479.28,479.19,"402,274.30",23.03,"401,886.70","403,770.16","391,321.90", -   , -   ,"389,794.44",465.05, -   , -   , -   , -   ,"389,794.44",465.05,"379,207.20",377.311
3010,5/6/2025 9:00,612,,138.18,10.45,1.61,0.2,41.62,132.45,48.79, -   ,,612,466.62,141.5,0.93,466.62,141.5,0.08,454.28,135.12,0.03,577.64,577.51,"484,793.16",26.73,"485,647.80","482,109.53","466,256.47", -   , -   ,"464,102.38",460.21, -   , -   , -   , -   ,"464,102.38",460.21,"451,063.84",448.809
3011,5/6/2025 10:00,671.55,,173.82,11.31,1.68,0.2,46.64,151.27,44.12, -   ,,671.55,490.17,177.26,1.02,490.17,177.26,0.09,480.45,169.26,0.03,636.75,636.85,"534,598.40",29.2,"536,111.25","527,924.40","512,514.97", -   , -   ,"509,897.75",455.56, -   , -   , -   , -   ,"509,897.75",455.56,"495,214.47",492.738
3012,5/6/2025 11:00,696.4,,196.07,12,1.66,0.2,49.18,172.44,41.82, -   ,,696.4,492.73,199.44,1.06,492.73,199.44,0.09,484.31,190.45,0.03,661.3,661.29,"555,102.44",30.58,"556,857.75","545,782.50","527,553.20", -   , -   ,"524,766.75",454.24, -   , -   , -   , -   ,"524,766.75",454.24,"509,543.28",506.996
3013,5/6/2025 12:00,690.25,,203.9,12.47,2.11,0.2,48.71,194.38,42.19, -   ,,690.25,478.96,207.19,1.05,478.96,207.19,0.09,470.54,197.84,0.03,655.05,655.06,"549,866.50",30.35,"551,557.60","541,003.25","525,850.25", -   , -   ,"523,055.38",453.04, -   , -   , -   , -   ,"523,055.38",453.04,"507,854.06",505.315
3014,5/6/2025 13:00,649.4,,182.6,12.81,3.24,0.2,45.33,214.93,45.22, -   ,,649.4,459.71,185.95,0.99,459.71,185.95,0.08,449.87,177.56,0.03,614.92,614.93,"516,172.88",28.37,"517,442.75","510,924.38","493,369.06", -   , -   ,"490,949.94",458.37, -   , -   , -   , -   ,"490,949.94",458.37,"476,975.78",474.591
3015,5/6/2025 14:00,579.5,,139.47,12.94,3.91,0.2,39.72,232.94,50.51, -   ,,579.5,433.35,142.73,0.88,433.35,142.73,0.08,420.59,136.3,0.02,545.77,545.64,"457,998.72",26.15,"458,456.80","455,936.56","442,211.00", -   , -   ,"440,254.53",460.77, -   , -   , -   , -   ,"440,254.53",460.77,"427,998.44",425.858
3016,5/6/2025 15:00,453.82,,138.58,12.81,2.91,0.2,32.67,248.49,57.39, -   ,,453.82,310.44,141.52,0.69,310.44,141.52,0.06,296.77,135.14,0.02,423.29,423.29,"355,299.90",23.76,"354,163.16","354,915.56","343,448.94", -   , -   ,"342,252.60",463.57, -   , -   , -   , -   ,"342,252.60",463.57,"333,087.94",331.423
3017,5/6/2025 16:00,342.3,,104.05,12.4,2.35,0.2,24.85,262.26,65.15, -   ,,342.3,234.63,106.54,0.52,234.63,106.54,0.04,218.02,101.74,0.01,313.37,313.36,"263,018.88",20.81,"260,396.69","263,352.16","254,689.83", -   , -   ,"253,996.22",466.27, -   , -   , -   , -   ,"253,996.22",466.27,"247,391.33",246.154
